,narrative,social_mentions_per_hour,sentiment_score,influencer_score,tvl_change_pct,active_addresses_change_pct,dex_volume_change_pct,price_change_pct,funding_rate,market_cap_millions,volume_millions,social_momentum,onchain_momentum,price_momentum,divergence_type,divergence_strength,lifecycle_position
2024-01-15 13:00:00,AI,272.04224919443107,0.45551056229860776,0.09991901213749398,-5.289745977808405,-2.252351820388236,-10.57949195561681,-10.0,-0.01,90.0,11.826152413314958,0.11102112459721553,0.07850423370319326,0.0,none,0.0,0.1
2024-01-15 14:00:00,AI,250.04430315609406,0.45001107578902355,0.09001993642024234,-5.7622623676979075,-2.527986381157113,-11.524524735395815,-10.0,-0.01,90.0,11.542642579381257,0.10002215157804703,0.0706289605383682,0.0,none,0.0,0.1
2024-01-15 15:00:00,AI,207.93928966457565,0.43948482241614395,0.07107268034905904,-4.56880329525953,-1.831801922234726,-9.13760659051906,-7.35343023576417,-0.008075221989646669,92.64656976423584,12.619201939150424,0.07896964483228783,0.09051994507900783,0.024059725129416634,none,0.0,0.1
2024-01-15 16:00:00,AI,251.90416271365075,0.45047604067841274,0.09085687322114284,-6.51715007801048,-2.968337545506113,-13.03430015602096,-9.245797501420023,-0.009451489091941835,90.75420249857997,11.182642030474002,0.10095208135682537,0.05804749869982534,0.006856386350727059,none,0.0,0.1
2024-01-15 17:00:00,AI,308.2973362118476,0.4645743340529619,0.11623380129533141,-5.934550862289322,-2.6284880030021047,-11.869101724578645,-9.545830510857206,-0.009669694916987059,90.4541694891428,11.49699578459409,0.1291486681059238,0.06775748562851129,0.004128813537661766,none,0.0,0.1
2024-01-15 18:00:00,AI,281.0209458406331,0.4577552364601583,0.10395942562828488,-5.65724400492982,-2.4667256695423947,-11.31448800985964,-10.0,-0.01,90.0,11.605653597042108,0.11551047292031653,0.07237926658450301,0.0,none,0.0,0.1
2024-01-15 19:00:00,AI,316.32689339861474,0.4665817233496537,0.11984710202937665,-4.608272223698247,-1.8548254638239774,-9.216544447396494,-7.683188716590054,-0.008315046339338222,92.31681128340995,12.549995232450119,0.13316344669930738,0.08986212960502922,0.021061920758272228,none,0.0,0.1
2024-01-15 20:00:00,AI,262.3935594794965,0.45309838986987416,0.09557710176577343,-5.92077738438173,-2.6204534742226757,-11.84155476876346,-9.674373995386777,-0.00976318108755402,90.32562600461323,11.48895150958063,0.10619677973974825,0.06798704359363783,0.0029602364055747498,none,0.0,0.1
2024-01-15 21:00:00,AI,285.6668585469596,0.4589167146367399,0.1060500863461318,-3.7538862510183426,-1.3564336464273667,-7.507772502036685,-10.0,-0.01,90.0,12.747668249388994,0.11783342927347978,0.10410189581636095,0.0,none,0.0,0.1
2024-01-15 22:00:00,AI,321.45608690359853,0.46786402172589964,0.12215523910661934,-6.075959759665185,-2.7109765264713577,-12.15191951933037,-9.700902560916724,-0.009782474589757617,90.29909743908327,11.392158357354177,0.13572804345179926,0.06540067067224692,0.0027190676280297883,none,0.0,0.1
2024-01-15 23:00:00,AI,270.2682701736013,0.4550670675434003,0.09912072157812059,-3.3772577068461533,-1.1367336623269226,-6.754515413692307,-9.102511209903508,-0.009347280879929823,90.89748879009649,13.103019834687315,0.11013413508680064,0.11037903821923079,0.008158989000877208,none,0.0,0.1
2024-01-16 00:00:00,AI,307.52305387808536,0.4643807634695214,0.11588537424513842,-5.559116730173234,-2.40948475926772,-11.118233460346469,-9.867383996898516,-0.009903551997744375,90.13261600310149,11.681717776802772,0.1287615269390427,0.07401472116377943,0.0012056000281953066,none,0.0,0.1
2024-01-16 01:00:00,AI,309.27010328050164,0.4648175258201254,0.11667154647622574,-3.42682872612139,-1.1656500902374773,-6.85365745224278,-9.235361960706957,-0.009443899607786879,90.76463803929305,13.05387388022178,0.12963505164025083,0.1095528545646435,0.006951254902664031,none,0.0,0.1
2024-01-16 02:00:00,AI,300.96460332355497,0.46274115083088874,0.11293407149559974,-6.949646822670346,-3.220627313224368,-13.899293645340691,-8.644799787962851,-0.009014399845791166,91.35520021203715,10.99329085608621,0.12548230166177748,0.05083921962216091,0.012320001927610442,none,0.0,0.1
2024-01-16 03:00:00,AI,429.2679971411501,0.49481699928528755,0.17067059871351756,-3.900189025768613,-1.441776931698358,-7.800378051537226,-8.384101227942356,-0.008824800893048986,91.61589877205765,12.887187642164891,0.18963399857057506,0.10166351623718978,0.014689988836887668,none,0.0,0.1
2024-01-16 04:00:00,AI,311.38436862272147,0.4653460921556804,0.11762296588022467,-3.920719498978297,-1.453753041070673,-7.841438997956594,-10.0,-0.01,90.0,12.647568300613022,0.13069218431136073,0.10132134168369505,0.0,none,0.0,0.1
2024-01-16 05:00:00,AI,377.9555179921056,0.48198887949802643,0.14757998309644754,-4.898825646635013,-2.0243149605370907,-9.797651293270025,-9.55945575729543,-0.00967960418712395,90.44054424270456,12.119740989572163,0.16397775899605282,0.08501957255608313,0.004004947660950634,none,0.0,0.1
2024-01-16 06:00:00,AI,362.0096858406791,0.4780024214601698,0.14040435862830558,-4.202075016887086,-1.6178770931841338,-8.404150033774172,-7.402834558899465,-0.008111152406472338,92.59716544110054,12.838859336619366,0.15600484292033953,0.0966320830518819,0.023610594919095774,none,0.0,0.1
2024-01-16 07:00:00,AI,289.59517863858844,0.4598987946596471,0.1078178303873648,-4.652535303403131,-1.8806455936518263,-9.305070606806263,-8.22402734661186,-0.008708383524808627,91.77597265338814,12.449389090404365,0.11979758931929421,0.08912441160994782,0.016145205939892174,none,0.0,0.1
2024-01-16 08:00:00,AI,392.1842486570685,0.48554606216426716,0.15398291189568084,-5.17045330052647,-2.1827644253071075,-10.34090660105294,-10.0,-0.01,90.0,11.89772801968412,0.17109212432853427,0.0804924449912255,0.0,none,0.0,0.1
2024-01-16 09:00:00,AI,275.78794815022,0.45644698703755504,0.101604576667599,-3.507851739803317,-1.212913514885268,-7.015703479606634,-6.891729556280335,-0.0077394396772947896,93.10827044371966,13.340645017512745,0.11289397407511001,0.10820247100327805,0.028257004033815133,none,0.0,0.1
2024-01-16 10:00:00,AI,506.4859782611335,0.5141214945652834,0.20541869021751005,-4.859383478069164,-2.001307028873679,-9.718766956138328,-8.480727867081018,-0.008895074812422559,91.51927213291899,12.288363762635685,0.22824298913056673,0.0856769420321806,0.013811564844718006,none,0.0,0.1
2024-01-16 11:00:00,AI,440.80546329959185,0.497701365824898,0.17586245848481635,-4.050353128911129,-1.529372658531492,-8.100706257822258,-10.0,-0.01,90.0,12.569788122653321,0.19540273164979594,0.09916078118481451,0.0,none,0.0,0.1
2024-01-16 12:00:00,AI,404.2528981698042,0.48856322454245105,0.1594138041764119,-5.159447164065438,-2.176344179038172,-10.318894328130876,-9.97105800512144,-0.009978951276451957,90.02894199487856,11.908159869417842,0.1771264490849021,0.08067588059890937,0.00026310904435054676,none,0.0,0.1
2024-01-16 13:00:00,AI,385.463734365879,0.4838659335914698,0.15095868046464556,-3.5687713534636005,-1.2484499561871,-7.137542706927201,-8.651791428833828,-0.009019484675515511,91.34820857116617,13.051362295601054,0.1677318671829395,0.10718714410894,0.012256441556056109,none,0.0,0.1
2024-01-16 14:00:00,AI,355.14452615026136,0.4762861315375654,0.1373150367676176,-3.9095126194527694,-1.4472156946807821,-7.819025238905539,-6.624600321799741,-0.007545163870399812,93.37539967820025,13.128884590444244,0.15257226307513067,0.10150812300912052,0.030685451620002357,none,0.0,0.1
2024-01-16 15:00:00,AI,405.31685063379143,0.48882921265844786,0.15989258278520616,-1.6764270315676608,-0.14458243508113533,-3.3528540631353216,-8.551472291510567,-0.008946525302916775,91.44852770848944,14.219376059097733,0.1776584253168957,0.13872621614053898,0.0131684337135403,none,0.0,0.1
2024-01-16 16:00:00,AI,451.4406409900881,0.5003601602475221,0.18064828844553968,-4.849926353318741,-1.995790372769266,-9.699852706637483,-9.253881734119854,-0.00945736853390535,90.74611826588014,12.190273108052882,0.20072032049504407,0.08583456077802097,0.006782893326183134,none,0.0,0.1
2024-01-16 17:00:00,AI,424.4356865773276,0.4936089216443319,0.16849605895979744,-4.682768367254629,-1.8982815475652002,-9.365536734509257,-9.800033295640285,-0.009854569669556572,90.19996670435971,12.21742411198931,0.1872178432886638,0.08862052721242285,0.0018178791305428592,none,0.0,0.1
2024-01-16 18:00:00,AI,359.40595138715713,0.4773514878467893,0.13923267812422072,-4.23143965292423,-1.635006464205801,-8.46287930584846,-6.5143767110408195,-0.007465001244393324,93.48562328895918,12.943745392404939,0.15470297569357858,0.09614267245126283,0.03168748444508346,none,0.0,0.1
2024-01-16 19:00:00,AI,423.54930008087973,0.49338732502022,0.16809718503639587,-1.7451747261259811,-0.18468525690682203,-3.4903494522519622,-8.942279245731855,-0.009230748542350441,91.05772075426815,14.116875906518118,0.18677465004043986,0.13758042123123365,0.009615643220619497,none,0.0,0.1
2024-01-16 20:00:00,AI,357.1252139656038,0.47678130349140097,0.1382063462845217,-4.451792796117989,-1.7635457977354934,-8.903585592235977,-7.938050610304112,-0.008500400443857536,92.06194938969588,12.611386744351801,0.15356260698280189,0.09247012006470019,0.018744994451780805,none,0.0,0.1
2024-01-16 21:00:00,AI,399.5567401443493,0.48738918503608736,0.15730053306495717,-3.5625903469745985,-1.2448443690685158,-7.125180693949197,-7.8294365904132395,-0.008421408429391446,92.17056340958676,13.172654171743101,0.17477837007217464,0.10729016088375669,0.01973239463260692,none,0.0,0.1
2024-01-16 22:00:00,AI,425.91992508213133,0.4939799812705329,0.16916396628695912,-4.216992184172359,-1.626578774100543,-8.433984368344719,-6.5241898221238745,-0.007472138052453727,93.47581017787613,12.951389956784135,0.18795996254106567,0.09638346359712734,0.03159827434432841,none,0.0,0.1
2024-01-16 23:00:00,AI,371.2397578237058,0.4803099394559265,0.14455789102066763,-6.173754619667703,-2.7680235281394934,-12.347509239335405,-8.377139411195795,-0.008819737753596943,91.6228605888042,11.499429705952034,0.16061987891185292,0.06377075633887162,0.01475327808003822,none,0.0,0.1
2024-01-17 00:00:00,AI,439.6363080902915,0.49740907702257287,0.17533633864063117,-3.5274067798083086,-1.2243206215548463,-7.054813559616617,-7.9379362299113065,-0.008500317258117314,92.0620637700887,13.178741642309745,0.19481815404514574,0.10787655366986153,0.01874603427353358,none,0.0,0.1
2024-01-17 01:00:00,AI,417.5761269990368,0.4918940317497592,0.16540925714956656,-3.6197927584286935,-1.2782124424167378,-7.239585516857387,-7.44329660098595,-0.0081405793461716,92.55670339901405,13.192543335117119,0.1837880634995184,0.10633678735952178,0.023242758172855,none,0.0,0.1
2024-01-17 02:00:00,AI,444.5174389696565,0.4986293597424142,0.17753284753634543,-2.807801417238279,-0.8045508267223296,-5.615602834476558,-6.893745406024879,-0.007740905749836275,93.10625459397512,13.774883274977778,0.19725871948482826,0.11986997637936202,0.028238678127046564,none,0.0,0.1
2024-01-17 03:00:00,AI,426.5978491572678,0.494149462289317,0.16946903212077052,-6.139787509166365,-2.7482093803470464,-12.27957501833273,-7.692939887941602,-0.008322138100321164,92.30706011205841,11.606205120783835,0.1882989245786339,0.06433687484722725,0.020973273745985437,none,0.0,0.1
2024-01-17 04:00:00,AI,386.52109381052804,0.48413027345263204,0.15143449221473762,-3.4327588037718924,-1.1691093022002703,-6.865517607543785,-6.869866601138,-0.0077235393462821815,93.130133398862,13.39040033100104,0.168260546905264,0.10945401993713513,0.02845575817147273,none,0.0,0.1
2024-01-17 05:00:00,AI,470.0305370723883,0.5050076342680971,0.18901374168257473,-5.104101039137155,-2.1440589394966736,-10.20820207827431,-9.239806546583404,-0.00944713203387884,90.76019345341659,12.038370924116949,0.21001526853619415,0.08159831601438075,0.006910849576514512,none,0.0,0.1
2024-01-17 06:00:00,AI,453.14731663065294,0.5007868291576633,0.18141629248379385,-1.666903541562446,-0.139027065911427,-3.333807083124892,-7.500289689937805,-0.008182028865409313,92.49971031006218,14.388697753614746,0.20157365831532648,0.13888494097395923,0.022724639182383596,none,0.0,0.1
2024-01-17 07:00:00,AI,402.5780027115491,0.4881445006778873,0.1586601012201971,-3.6210606475661864,-1.2789520444136087,-7.242121295132373,-7.892105964455448,-0.0084669861559676,92.10789403554456,13.127793869775383,0.17628900135577455,0.1063156558738969,0.019162673050405022,none,0.0,0.1
2024-01-17 08:00:00,AI,457.5444110349378,0.5018861027587345,0.183394984965722,-1.5945168241698404,-0.09680148076574024,-3.189033648339681,-7.106038908031987,-0.007895301024023263,92.89396109196801,14.494853623161859,0.2037722055174689,0.140091386263836,0.026308737199709206,none,0.0,0.1
2024-01-17 09:00:00,AI,435.55821149464145,0.4963895528736604,0.17350119517258866,-1.9432754355275819,-0.3002440040577561,-3.8865508710551637,-8.890060562629113,-0.009192771318275719,91.10993943737088,14.004645191288159,0.19277910574732074,0.13427874274120696,0.010090358521553522,none,0.0,0.1
2024-01-17 10:00:00,AI,397.05001185925545,0.4867625029648139,0.15617250533666496,-3.234909130993687,-1.053696993079651,-6.469818261987374,-6.920137250214518,-0.007760099818337831,93.07986274978548,13.505944472158111,0.17352500592962772,0.11275151448343855,0.027998752270777114,none,0.0,0.1
2024-01-17 11:00:00,AI,521.2536886532188,0.5178134221633047,0.21206415989394845,-3.1463400603623546,-1.0020317018780402,-6.292680120724709,-7.783097777119431,-0.008387707474268678,92.21690222288058,13.435178812437648,0.23562684432660938,0.11422766566062742,0.02015365657164154,none,0.0,0.1
2024-01-17 12:00:00,AI,459.8825252791876,0.5024706313197969,0.1844471363756344,-1.4338916457123325,-0.003103459998860636,-2.867783291424665,-8.548917500891644,-0.00894466727337574,91.45108249910837,14.367640795272589,0.20494126263959378,0.14276847257146114,0.013191659082803245,none,0.0,0.1
2024-01-17 13:00:00,AI,434.19663782181277,0.49604915945545325,0.17288848701981577,-0.1289689069240545,0.7581014709609688,-0.257937813848109,-7.188823000161149,-0.007955507636480836,92.81117699983885,15.388731126319781,0.1920983189109064,0.1645171848845991,0.025556154543989552,none,0.0,0.1
2024-01-17 14:00:00,AI,412.41097307417476,0.4906027432685437,0.16308493788337863,0.5100681894024532,1.1308731104847638,1.0201363788049065,-7.6049708990593485,-0.008258160653861344,92.39502910094065,15.7133566181788,0.18120548653708737,0.17516780315670755,0.021772991826733194,none,0.0,0.1
2024-01-17 15:00:00,AI,475.4056183912428,0.5063514045978107,0.19143252827605928,-3.306120286034977,-1.0952368335204032,-6.612240572069954,-6.943605297353019,-0.0077771674889840145,93.05639470264698,13.458361555296504,0.2127028091956214,0.11156466189941705,0.027785406387699822,none,0.0,0.1
2024-01-17 16:00:00,AI,374.341855071513,0.4810854637678783,0.14595383478218088,-3.3506066210248155,-1.121187195597809,-6.701213242049631,-8.985140050762176,-0.009261920036917946,91.01485994923783,13.136110042489221,0.16217092753575651,0.11082322298291974,0.009225999538525678,none,0.0,0.1
2024-01-17 17:00:00,AI,454.2737949201973,0.5010684487300494,0.1819232077140888,-1.3896573096074825,0.02269990272896827,-2.779314619214965,-5.965772045880141,-0.0070660160333673745,94.03422795411987,14.80120231082172,0.20213689746009866,0.14350571150654196,0.03667479958290781,none,0.0,0.1
2024-01-17 18:00:00,AI,437.8510588436568,0.4969627647109142,0.17453297647964555,-2.3012973442314504,-0.5090901174683458,-4.602594688462901,-7.3698603232249535,-0.008087171144163602,92.63013967677504,14.017226649902836,0.1939255294218284,0.12831171092947583,0.023910360697954974,none,0.0,0.1
2024-01-17 19:00:00,AI,500.9922718665118,0.512748067966628,0.20294652233993032,-2.254831084333576,-0.4819847991945858,-4.509662168667152,-6.1159290707976846,-0.007175221142398316,93.88407092920231,14.236060345167429,0.2254961359332559,0.1290861485944404,0.03530973572002105,none,0.0,0.1
2024-01-17 20:00:00,AI,482.3342078892625,0.5080835519723157,0.19455039355016812,-3.2385366692367388,-1.0558130570547646,-6.4770733384734775,-5.260219189466939,-0.006552886683248683,94.73978081053306,13.74450844048643,0.21616710394463123,0.11269105551272102,0.04308891645939146,none,0.0,0.1
2024-01-17 21:00:00,AI,455.0708405920219,0.5012677101480055,0.18228187826640987,-0.5525110156143924,0.511035240891605,-1.1050220312287848,-5.7696817972086,-0.006923404943424437,94.2303182027914,15.35796444171929,0.20253542029601096,0.15745814973976013,0.03845743820719454,none,0.0,0.1
2024-01-17 22:00:00,AI,400.48418418798383,0.48762104604699597,0.15771788288459274,-2.5359825509379803,-0.6459898213804891,-5.071965101875961,-7.153995078010397,-0.007930178238553017,92.8460049219896,13.904628497621818,0.1752420920939919,0.12440029081770032,0.025872772018087298,none,0.0,0.1
2024-01-17 23:00:00,AI,504.22303342339393,0.5135557583558485,0.20440036504052728,-2.95643334701563,-0.8912527857591179,-5.91286669403126,-7.197186403949329,-0.007961590111963148,92.80281359605067,13.638033380593514,0.22711151671169696,0.1173927775497395,0.02548012360046064,none,0.0,0.1
2024-01-18 00:00:00,AI,457.09323822645905,0.5017733095566148,0.18319195720190656,-2.630403036795199,-0.701068438130533,-5.260806073590398,-7.52455387115965,-0.008199675542661565,92.47544612884036,13.790923059298109,0.20354661911322952,0.12282661605341334,0.022504055716730448,none,0.0,0.1
2024-01-18 01:00:00,AI,469.0976648369446,0.5047744162092361,0.1885939491766251,-0.380420190857242,0.6114215553332754,-0.760840381714484,-6.163218821710459,-0.007209613688516698,93.83678117828954,15.401480821679764,0.2095488324184723,0.1603263301523793,0.03487982889354128,none,0.0,0.1
2024-01-18 02:00:00,AI,530.607247272289,0.5201518118180722,0.21627326127253002,-4.05739434457542,-1.5334800343356614,-8.11478868915084,-7.927909355015988,-0.008493024985466172,92.072090644984,12.854863241656043,0.24030362363614446,0.09904342759040967,0.01883718768167284,none,0.0,0.1
2024-01-18 03:00:00,AI,534.4478535558239,0.521111963388956,0.2180015341001208,-2.5565520519102227,-0.6579886969476298,-5.1131041038204454,-7.24260895666289,-0.00799462469575483,92.75739104333711,13.878637851211638,0.242223926777912,0.12405746580149629,0.02506719130306464,none,0.0,0.1
2024-01-18 04:00:00,AI,437.0581857765325,0.49676454644413315,0.17417618359943962,0.30130003995092025,1.0090916899713704,0.6026000799018405,-6.22383586398879,-0.007253698810173665,93.7761641360112,15.817725769339361,0.19352909288826625,0.171688333999182,0.03432876487282918,none,0.0,0.1
2024-01-18 05:00:00,AI,541.0513332545211,0.5227628333136303,0.22097309996453446,-0.10184375024560666,0.7739244790233961,-0.2036875004912133,-5.59214887790453,-0.006794290093021477,94.40785112209547,15.670542856276557,0.2455256666272605,0.1649692708292399,0.04007137383723154,none,0.0,0.1
2024-01-18 06:00:00,AI,502.3040216378645,0.5130760054094662,0.20353680973703903,-1.8490982200044304,-0.24530729500258364,-3.6981964400088607,-6.197476312802431,-0.007234528227492677,93.80252368719756,14.477420083986791,0.22615201081893224,0.13584836299992617,0.03456839715634154,none,0.0,0.1
2024-01-18 07:00:00,AI,570.9946675192234,0.5302486668798059,0.23444760038365053,0.52456638162489,1.1393303892811861,1.04913276324978,-4.816965912516743,-0.0062305206636485404,95.18303408748325,16.19670447980287,0.2604973337596117,0.17540943969374817,0.04711849170439325,none,0.0,0.1
2024-01-18 08:00:00,AI,594.4977760839103,0.5361244440209776,0.2450239992377596,-0.6446193717243336,0.4573053664941389,-1.2892387434486672,-5.9139835170153505,-0.007028351648738437,94.08601648298465,15.27667162160873,0.27224888804195513,0.15592301047126111,0.03714560439076954,none,0.0,0.1
2024-01-18 09:00:00,AI,521.3540798156456,0.5178385199539114,0.2121093359170405,-1.355595985122772,0.042569008678383646,-2.711191970245544,-7.522385210999413,-0.0081980983352723,92.47761478900058,14.57718724268877,0.2356770399078228,0.14407340024795381,0.022523770809096247,none,0.0,0.1
2024-01-18 10:00:00,AI,498.65056403524886,0.5121626410088123,0.201892753815862,-2.2264742256567223,-0.4654432982997543,-4.4529484513134445,-6.030585545753982,-0.007113153124184714,93.96941445424602,14.266765880491452,0.22432528201762444,0.1295587629057213,0.036085585947691075,none,0.0,0.1
2024-01-18 11:00:00,AI,529.0237988156456,0.5197559497039115,0.21556070946704053,-0.8698640488097098,0.32591263819433625,-1.7397280976194196,-4.4593636541684125,-0.005970446293940664,95.54063634583159,15.369390292587658,0.2395118994078228,0.15216893251983818,0.0503694213257417,none,0.0,0.1
2024-01-18 12:00:00,AI,598.2668940864565,0.5370667235216142,0.24672010233890546,-2.209342901823651,-0.45545002606379636,-4.418685803647302,-6.81796622193282,-0.007685793615951142,93.18203377806718,14.157865196977435,0.2741334470432283,0.12984428496960582,0.02892757980061073,none,0.0,0.1
2024-01-18 13:00:00,AI,486.57627559475407,0.5091440688986886,0.19645932401763935,-0.4568914853302708,0.566813300224009,-0.9137829706605416,-6.951576733759419,-0.007782964897279578,93.04842326624059,15.224650328948417,0.21828813779737705,0.15905180857782883,0.02771293878400528,none,0.0,0.1
2024-01-18 14:00:00,AI,539.7962293111048,0.5224490573277762,0.2204083031899971,-1.1881592389004005,0.14024044397476665,-2.376318477800801,-6.780818558308685,-0.007658777133315408,93.21918144169132,14.798135362464032,0.24489811465555233,0.14686401268499333,0.029265285833557413,none,0.0,0.1
2024-01-18 15:00:00,AI,544.4541804704949,0.5236135451176237,0.2225043812117227,-1.5263083258183183,-0.05701319006068584,-3.0526166516366366,-5.425672583610939,-0.006673216424444319,94.57432741638905,14.800057347102829,0.24722709023524744,0.14122819456969468,0.04158479469444601,none,0.0,0.1
2024-01-18 16:00:00,AI,590.2929491277691,0.5350732372819423,0.24313182710749612,1.5958349862852526,1.7642370753330638,3.191669972570505,-6.414207507774899,-0.007392150914745382,93.5857924922251,16.593281961226346,0.2701464745638846,0.19326391643808755,0.032598113565682735,none,0.0,0.1
2024-01-18 17:00:00,AI,545.1400845312097,0.5237850211328025,0.22281303803904437,0.9421200848538565,1.3829033828314161,1.884240169707713,-5.822888928608961,-0.006962101038988335,94.17711107139104,16.28769283105764,0.24757004226560486,0.1823686680808976,0.03797373701264581,none,0.0,0.1
2024-01-18 18:00:00,AI,503.7769440996215,0.5134442360249054,0.20419962484482967,-1.3212411226540013,0.06260934511849925,-2.6424822453080026,-6.943385898068103,-0.007777007925867711,93.0566141019319,14.689767515079206,0.22688847204981075,0.14464598128909997,0.02778740092665361,none,0.0,0.1
2024-01-18 19:00:00,AI,610.0800582202559,0.540020014555064,0.25203602619911514,-1.1754444065629208,0.14765742950496286,-2.3508888131258416,-4.599329587430119,-0.006072239699949178,95.40067041256988,15.15252383930293,0.28004002911012793,0.14707592655728466,0.04909700375063528,none,0.0,0.1
2024-01-18 20:00:00,AI,564.5203788691753,0.5286300947172938,0.23153417049112887,-2.683431691156775,-0.732001819841452,-5.36686338231355,-5.99991729315924,-0.007090848940479447,94.00008270684076,13.985061778427498,0.2572601894345876,0.12194280514738709,0.03636438824400691,none,0.0,0.1
2024-01-18 21:00:00,AI,607.7046855046663,0.5394261713761666,0.2509671084770998,0.4409827550869796,1.0905732738007385,0.8819655101739592,-5.671301774229737,-0.006851855835803445,94.32869822577025,15.9987652324775,0.2788523427523331,0.17401637925144967,0.03935180205245694,none,0.0,0.1
2024-01-18 22:00:00,AI,574.6147749552869,0.5311536937388217,0.2360766487298791,-0.7936761006282484,0.3703556079668555,-1.587352201256497,-6.328901664354891,-0.0073301103013490125,93.67109833564511,15.116219642150186,0.26230738747764343,0.15343873165619587,0.03337362123313735,none,0.0,0.1
2024-01-18 23:00:00,AI,539.5370386676166,0.5223842596669042,0.22029166740042744,-0.7488343824427943,0.3965132769083697,-1.4976687648855886,-6.2669005343340185,-0.007285018570424741,93.73309946566599,15.154246126592192,0.24476851933380825,0.15418609362595342,0.03393726786969074,none,0.0,0.1
2024-01-19 00:00:00,AI,525.5316983579928,0.5188829245894983,0.2139892642610968,-0.1327355689461598,0.7559042514480732,-0.2654711378923196,-4.435459367519918,-0.005953061358196304,95.56454063248007,15.842858014267144,0.23776584917899643,0.16445440718423066,0.050586733022546196,none,0.0,0.1
2024-01-19 01:00:00,AI,609.5849314207796,0.539896232855195,0.2518132191393509,-2.263352736865456,-0.48695576317151623,-4.526705473730912,-7.927854685993138,-0.008492985226176829,92.07214531400686,13.956079271764269,0.27979246571038985,0.1289441210522424,0.018837684672789654,none,0.0,0.1
